station_id,lat,lng,_persons15
575,41.7532,-87.605,12688
576,41.7513,-87.5976,11306
577,41.7512,-87.5853,9394
578,41.7518,-87.5785,9586
579,41.7518,-87.5652,16010
580,41.7517,-87.5528,12087
581,41.7446,-87.5512,11459
582,41.7445,-87.5651,11329
583,41.7466,-87.586,8449
584,41.7441,-87.599,11875
585,41.7434,-87.6048,12853
586,41.7431,-87.6148,10147
587,41.7433,-87.6228,6677
588,41.7439,-87.5752,8043
589,41.9545,-87.7496,13114
590,41.9537,-87.7406,9106
591,41.9488,-87.74,10247
592,41.9606,-87.7454,8010
593,41.7875,-87.6449,7275
594,41.8057,-87.6834,8551
595,41.7366,-87.6226,4429
596,42.0482,-87.6835,0
597,42.0326,-87.6791,0
598,42.0258,-87.6841,111
599,42.0397,-87.6994,0
600,42.0483,-87.6982,0
601,42.0636,-87.6987,0
602,42.0643,-87.6862,0
603,42.0505,-87.6778,0
604,42.0582,-87.6774,0
605,42.0529,-87.6734,0
619,41.9246,-87.7279,15972
620,41.8982,-87.6375,24509
621,41.8841,-87.6543,9134
622,41.9004,-87.6967,15315
623,41.8728,-87.624,12656
624,41.8763,-87.6292,14569
625,42.0417,-87.6807,0
626,41.8675,-87.6322,13327
627,41.8949,-87.6323,29948
628,41.9146,-87.668,8615
630,41.9611,-87.7357,12824
631,41.8776,-87.6739,6614
632,41.9445,-87.6547,26377
635,41.8957,-87.6201,28712
636,41.89,-87.6366,18755
637,41.8956,-87.6721,21076
638,41.8781,-87.6398,11418
639,41.9658,-87.6454,13744
640,41.9499,-87.7139,16139
641,41.9142,-87.7168,18173
642,41.8947,-87.7569,15135
643,41.892,-87.6894,8515
644,41.8686,-87.6862,6948
645,41.8267,-87.6831,11979
646,41.7966,-87.6259,6726
647,41.7867,-87.6559,9423
648,41.7799,-87.6509,8253
649,41.7798,-87.6348,5506
650,41.7689,-87.6359,9097
651,41.7653,-87.6217,10664
652,41.766,-87.6117,10191
653,41.7806,-87.5848,4978
654,41.8831,-87.657,9110
655,41.9799,-87.6819,9256
656,41.886,-87.677,6303
657,41.8992,-87.6722,22900
658,41.903,-87.6838,19729
659,41.8955,-87.682,18668
660,42.0046,-87.6614,22988
661,42.057,-87.6866,0
662,42.0235,-87.6996,1778
663,42.0649,-87.7153,0
664,41.9394,-87.6833,14474
665,41.747363,-87.580046,9740
666,41.9072,-87.6556,545
671,41.89,-87.6807,8550
672,41.891,-87.6355,20714
673,41.9239,-87.6358,16397
