station_id,lat,lng,_persons15
278,41.8306,-87.6413,248
279,41.8307,-87.6472,323
280,41.8378,-87.6511,262
281,41.8485,-87.6851,284
282,41.8649,-87.6471,201
283,41.8782,-87.6319,3138
284,41.8779,-87.6241,2057
285,41.8899,-87.6715,463
286,41.8794,-87.6355,2877
287,41.8803,-87.6352,3175
288,41.9181,-87.6437,523
289,41.9121,-87.6347,514
290,41.9215,-87.7073,436
291,41.9067,-87.6348,809
292,41.9571,-87.6642,301
293,41.9652,-87.6581,448
294,41.9784,-87.6598,517
295,41.9738,-87.6597,454
296,41.9401,-87.6455,719
297,41.9615,-87.6714,444
298,41.956,-87.6803,481
299,41.9437,-87.649,819
300,41.9377,-87.6441,761
301,41.908,-87.6315,782
302,41.9287,-87.6538,528
303,41.9455,-87.6464,677
304,41.9491,-87.6486,707
305,41.9029,-87.6873,389
306,41.9585,-87.655,344
307,41.9208,-87.6637,399
308,41.9434,-87.6796,421
309,41.9178,-87.6824,540
310,41.9201,-87.6779,340
311,41.9689,-87.684,480
312,41.9579,-87.6495,316
313,41.9259,-87.639,513
314,41.9579,-87.6736,557
315,41.9129,-87.6642,200
316,41.9633,-87.6793,569
317,41.8692,-87.671,188
318,41.9542,-87.6644,436
319,41.9326,-87.6659,438
320,41.8722,-87.6615,199
321,41.8708,-87.6257,747
322,41.7996,-87.5947,340
323,41.9695,-87.6547,415
324,41.9313,-87.6387,536
325,41.9733,-87.6678,480
326,41.9671,-87.6674,413
327,41.9215,-87.6538,646
328,41.7887,-87.6013,134
329,41.9326,-87.6364,405
330,41.9462,-87.6733,547
331,41.9097,-87.6481,438
332,41.9331,-87.6478,878
333,41.9071,-87.6673,592
334,41.9408,-87.6392,356
335,41.8314,-87.618,142
336,41.8099,-87.6068,153
337,41.8968,-87.6309,2804
337,41.8968,-87.6309,2818
337,41.8968,-87.6309,2818
337,41.89654,-87.6309,2804
337,41.89654,-87.6309,2818
337,41.89654,-87.6309,2818
337,41.89654,-87.6309,2804
337,41.89654,-87.6309,2818
337,41.89654,-87.6309,2818
338,41.8576,-87.6194,305
338,41.8576,-87.6194,304
338,41.8576,-87.6194,304
338,41.85761,-87.6194,305
338,41.85761,-87.6194,304
338,41.85761,-87.6194,304
338,41.85761,-87.6194,305
338,41.85761,-87.6194,304
338,41.85761,-87.6194,304
339,41.8382,-87.6451,298
340,41.9295,-87.6431,805
341,41.8661,-87.6073,7
342,41.8713,-87.6737,124
343,41.9289,-87.659,519
344,41.9691,-87.6742,349
345,41.7932,-87.5878,295
346,41.8828,-87.6612,637
347,41.9507,-87.6687,525
348,41.8538,-87.6957,248
349,41.9291,-87.6491,871
350,41.896,-87.6677,586
351,41.803,-87.6066,86
352,41.7735,-87.5771,126
353,42.0126,-87.6744,284
354,42.0106,-87.6624,196
355,41.7736,-87.5675,68
356,41.7665,-87.5865,168
359,41.9035,-87.6434,358
364,41.9002,-87.643,358
365,41.8994,-87.6485,306
366,41.8416,-87.6574,137
367,41.8307,-87.656,234
368,41.8392,-87.6656,73
369,41.8301,-87.6703,175
370,41.8542,-87.6192,306
373,41.8955,-87.7061,193
374,41.8984,-87.6866,397
375,41.8905,-87.7026,158
376,41.8895,-87.6882,285
377,41.8846,-87.7063,127
378,41.8845,-87.6963,186
381,41.8798,-87.6861,178
382,41.8747,-87.6864,184
383,41.873,-87.6691,190
384,41.8018,-87.6452,86
385,41.795,-87.6331,67
386,41.7929,-87.645,58
388,41.7794,-87.6446,95
390,41.7801,-87.6297,49
391,41.7691,-87.6446,77
392,41.7693,-87.6282,106
393,41.7655,-87.6169,173
394,41.8708,-87.6312,731
395,41.7571,-87.5758,146
396,41.7588,-87.5664,158
398,41.7579,-87.5494,14
399,41.7622,-87.5593,109
400,41.7657,-87.605,108
401,41.8427,-87.6355,175
402,41.8385,-87.6354,226
403,41.8345,-87.6318,135
405,41.8308,-87.6325,143
406,41.8313,-87.6088,81
407,41.823,-87.6266,83
408,41.8191,-87.6433,103
409,41.8162,-87.6348,94
410,41.8167,-87.6194,155
411,41.8081,-87.6456,111
412,41.8093,-87.6334,68
413,41.8141,-87.597,110
414,41.8703,-87.6395,204
415,41.8023,-87.6181,117
416,41.8058,-87.5925,273
417,41.8024,-87.5869,360
418,41.7993,-87.601,155
419,41.7995,-87.5864,369
420,41.7943,-87.6015,124
421,41.7934,-87.6159,54
422,41.7916,-87.6079,79
423,41.7915,-87.5999,132
424,41.7917,-87.5839,126
425,41.7879,-87.5883,113
426,41.7851,-87.6011,147
427,41.7806,-87.6061,157
428,41.7804,-87.5914,59
429,41.7737,-87.6056,110
430,41.7801,-87.6159,92
431,41.7841,-87.6133,99
432,42.0091,-87.6742,313
433,41.8736,-87.7049,96
434,41.8665,-87.6847,162
435,41.8665,-87.7065,86
436,41.8666,-87.6945,134
437,41.8619,-87.6935,97
438,41.8542,-87.7154,145
439,41.8535,-87.7051,206
440,41.8481,-87.7151,298
441,41.8482,-87.7054,399
442,41.8491,-87.6951,244
443,41.8446,-87.7159,377
444,41.8445,-87.702,360
445,41.844,-87.6953,228
446,41.8415,-87.6851,92
447,42.008,-87.6655,270
448,42.0046,-87.6807,159
449,42.0045,-87.6724,374
450,42.0018,-87.6888,283
451,42.001,-87.6612,298
452,41.9942,-87.6894,389
453,41.9993,-87.6714,285
454,41.9948,-87.6603,322
455,41.9902,-87.6934,353
456,41.9912,-87.6836,108
457,41.9905,-87.6698,308
458,41.9897,-87.6601,315
459,41.984,-87.6523,169
460,41.9836,-87.6692,412
461,41.984,-87.6603,358
462,41.9798,-87.6775,209
463,41.978,-87.668,435
464,41.9756,-87.6795,265
465,41.9716,-87.6502,198
466,42.0121,-87.6829,211
467,42.0086,-87.6905,144
468,41.9837,-87.6964,272
469,41.9804,-87.7161,132
470,41.9757,-87.7093,237
471,41.9756,-87.7014,167
472,41.9749,-87.6925,231
474,41.9684,-87.7118,471
475,41.969,-87.696,332
476,41.9667,-87.7081,435
477,41.9659,-87.7008,297
478,41.9659,-87.6936,379
479,41.9612,-87.7166,455
480,41.961,-87.7059,455
481,41.9611,-87.6954,237
482,41.9615,-87.6912,457
483,41.9534,-87.732,193
484,41.954,-87.7191,352
485,41.9536,-87.7093,405
486,41.9543,-87.6861,394
487,41.9522,-87.6981,189
488,41.9463,-87.731,250
489,41.9473,-87.7176,229
490,41.9452,-87.7066,291
491,41.9466,-87.6946,165
492,41.9467,-87.6834,411
493,41.943,-87.6873,338
494,41.9824,-87.7089,109
495,41.9611,-87.729,381
496,41.9394,-87.7236,357
497,41.9394,-87.7116,344
498,41.9384,-87.698,233
499,41.9306,-87.7238,299
500,41.9353,-87.7169,364
501,41.9319,-87.7012,414
502,41.9267,-87.6977,434
503,41.9244,-87.7154,290
504,41.9246,-87.6893,457
505,41.9241,-87.6765,297
506,41.9171,-87.7102,277
507,41.9175,-87.7018,315
508,41.9097,-87.7166,250
509,41.9098,-87.7053,204
510,41.9027,-87.7092,188
511,41.914,-87.7051,227
514,42.0193,-87.6845,119
515,42.0192,-87.6736,178
517,42.016,-87.675,273
518,41.8855,-87.7169,93
519,42.017,-87.6777,148
520,42.016,-87.6686,253
522,42.0195,-87.6696,176
523,42.0209,-87.6651,128
524,41.8949,-87.7747,82
525,42.0127,-87.6661,279
526,42.0123,-87.6882,192
527,42.0189,-87.69,119
528,41.8854,-87.7265,169
529,41.8868,-87.7453,167
530,41.8878,-87.7555,169
531,41.8877,-87.7655,117
532,41.8879,-87.7744,79
533,41.8757,-87.7155,74
534,41.8809,-87.7279,195
535,41.8743,-87.7257,157
536,41.8859,-87.7354,157
537,41.8807,-87.741,173
538,41.8721,-87.7466,145
539,41.8776,-87.7454,214
540,41.8802,-87.7553,172
541,41.873,-87.7645,73
542,41.8801,-87.7632,170
543,41.8758,-87.7553,124
544,41.8803,-87.7745,68
545,41.8779,-87.7357,152
546,41.8232,-87.6766,71
547,41.8235,-87.6656,820
548,41.8236,-87.6509,155
549,41.814,-87.6666,930
550,41.895,-87.7649,170
551,41.8082,-87.6772,212
552,41.8089,-87.6645,308
553,41.8084,-87.6565,178
554,41.8009,-87.6747,158
555,41.803,-87.6647,226
556,41.7997,-87.6572,64
557,41.7941,-87.6755,79
558,41.7928,-87.6644,110
559,41.7942,-87.6551,79
560,41.7868,-87.6662,112
561,41.786,-87.6742,108
562,41.7832,-87.6544,86
563,41.7794,-87.6648,128
564,41.7754,-87.6543,60
565,41.7741,-87.6638,122
566,41.7687,-87.6641,98
567,41.7689,-87.6529,56
568,41.758,-87.6312,122
569,41.7592,-87.5958,98
570,41.7585,-87.6064,186
571,41.7584,-87.6141,217
572,41.757,-87.6246,161
573,41.7508,-87.6244,154
574,41.7509,-87.6138,203
575,41.7532,-87.605,209
576,41.7513,-87.5976,121
577,41.7512,-87.5853,166
578,41.7518,-87.5785,139
579,41.7518,-87.5652,120
580,41.7517,-87.5528,86
581,41.7446,-87.5512,78
582,41.7445,-87.5651,88
583,41.7466,-87.586,122
584,41.7441,-87.599,85
585,41.7434,-87.6048,172
586,41.7431,-87.6148,122
587,41.7433,-87.6228,93
588,41.7439,-87.5752,88
589,41.9545,-87.7496,292
590,41.9537,-87.7406,225
591,41.9488,-87.74,223
592,41.9606,-87.7454,199
593,41.7875,-87.6449,81
594,41.8057,-87.6834,172
595,41.7366,-87.6226,121
596,42.0482,-87.6835,0
597,42.0326,-87.6791,0
598,42.0258,-87.6841,4
599,42.0397,-87.6994,0
600,42.0483,-87.6982,0
601,42.0636,-87.6987,0
602,42.0643,-87.6862,0
603,42.0505,-87.6778,0
604,42.0582,-87.6774,0
605,42.0529,-87.6734,0
619,41.9246,-87.7279,267
620,41.8982,-87.6375,1152
621,41.8841,-87.6543,1105
622,41.9004,-87.6967,258
623,41.8728,-87.624,443
624,41.8763,-87.6292,2384
625,42.0417,-87.6807,0
626,41.8675,-87.6322,474
627,41.8949,-87.6323,2783
628,41.9146,-87.668,314
630,41.9611,-87.7357,271
631,41.8776,-87.6739,160
632,41.9445,-87.6547,854
635,41.8957,-87.6201,1879
636,41.89,-87.6366,2759
637,41.8956,-87.6721,615
638,41.8781,-87.6398,1928
639,41.9658,-87.6454,113
640,41.9499,-87.7139,308
641,41.9142,-87.7168,211
642,41.8947,-87.7569,157
643,41.892,-87.6894,222
644,41.8686,-87.6862,157
645,41.8267,-87.6831,169
646,41.7966,-87.6259,125
647,41.7867,-87.6559,86
648,41.7799,-87.6509,80
649,41.7798,-87.6348,33
650,41.7689,-87.6359,56
651,41.7653,-87.6217,164
652,41.766,-87.6117,148
653,41.7806,-87.5848,38
654,41.8831,-87.657,942
655,41.9799,-87.6819,126
656,41.886,-87.677,374
657,41.8992,-87.6722,733
658,41.903,-87.6838,418
659,41.8955,-87.682,513
660,42.0046,-87.6614,231
661,42.057,-87.6866,0
662,42.0235,-87.6996,14
663,42.0649,-87.7153,0
664,41.9394,-87.6833,331
665,41.747363,-87.580046,138
666,41.9072,-87.6556,251
671,41.89,-87.6807,444
672,41.891,-87.6355,2573
673,41.9239,-87.6358,385
